,uid,sentence,sentenceId,parse
1,7,"This characterizes Euclid's formulation of geometry , but not Ptolemy's astronomy .",27,"(S1
  (S
    (NP (DT This))
    (VP
      (VBZ characterizes)
      (S
        (NP (NNP Euclid's))
        (NP
          (NP (NN formulation))
          (PP
            (IN of)
            (NP
              (NP (NN geometry))
              (, ,)
              (CONJP (CC but) (RB not))
              (NP (NNP Ptolemy's) (NNP astronomy)))))))
    (. .)))"
2,7,"He went for the bed , jumped on it , and struck where he could , repeatedly .",75,"(S1
  (S
    (NP (PRP He))
    (VP
      (VBD went)
      (PP
        (IN for)
        (NP
          (NP (DT the) (NN bed))
          (, ,)
          (VP
            (VP (VBN jumped) (PP (IN on) (NP (PRP it))))
            (, ,)
            (CC and)
            (VP
              (VBN struck)
              (SBAR
                (WHADVP (WRB where))
                (S (NP (PRP he)) (VP (MD could))))))))
      (, ,)
      (ADVP (RB repeatedly)))
    (. .)))"
3,7,"`` I have to see the facts '' , is the way the prince puts it .",68,"(S1
  (S
    (`` ``)
    (NP (PRP I))
    (VP
      (VBP have)
      (S
        (VP (TO to) (VP (VB see) (NP (DT the) (NNS facts) ('' '')))))
      (, ,)
      (SBAR
        (S
          (VP
            (VBZ is)
            (NP
              (NP (DT the) (NN way))
              (SBAR
                (S
                  (NP (DT the) (NN prince))
                  (VP (VBZ puts) (NP (PRP it))))))))))
    (. .)))"
4,7,"a pile of wire cages for mice from his time as a geneticist and a microscope lying on its side on the window sill , vertical steel columns wired for support to the open ceiling beams with spidery steel cantilevers jutting out into the air , masonry constructions on the floor from the time he was inventing his disastrous fireplace whose smoke would pass through a whole house , visible all the way up through wire gratings on each floor .",38,"(S1
  (S
    (NP
      (NP (DT a) (NN pile))
      (PP
        (IN of)
        (S
          (NP
            (NP (NN wire) (NNS cages))
            (PP
              (IN for)
              (NP
                (NP (NNS mice))
                (PP
                  (IN from)
                  (NP
                    (NP (PRP$ his) (NN time))
                    (PP
                      (IN as)
                      (NP
                        (NP (DT a) (NN geneticist))
                        (CC and)
                        (NP (DT a) (NN microscope)))))))))
          (VP
            (VBG lying)
            (PP (IN on) (NP (PRP$ its) (NN side)))
            (PP
              (IN on)
              (NP
                (NP
                  (DT the)
                  (NN window)
                  (NN sill)
                  (, ,)
                  (JJ vertical)
                  (NN steel)
                  (NNS columns))
                (VP
                  (VBN wired)
                  (PP
                    (IN for)
                    (NP
                      (NP (NN support))
                      (PP
                        (TO to)
                        (NP (DT the) (JJ open) (NN ceiling))))))))))))
    (VP
      (VBZ beams)
      (PP
        (IN with)
        (NP
          (NP (JJ spidery) (NN steel) (NNS cantilevers))
          (VP
            (VBG jutting)
            (PRT (RP out))
            (PP (IN into) (NP (DT the) (NN air)))
            (, ,)
            (NP
              (NP (NN masonry) (NNS constructions))
              (PP
                (IN on)
                (NP
                  (NP (DT the) (NN floor))
                  (PP
                    (IN from)
                    (NP
                      (NP (DT the) (NN time))
                      (SBAR
                        (S
                          (NP (PRP he))
                          (VP
                            (VBD was)
                            (VP
                              (VBG inventing)
                              (NP
                                (NP
                                  (PRP$ his)
                                  (JJ disastrous)
                                  (NN fireplace))
                                (SBAR
                                  (WHNP (WP$ whose) (NN smoke))
                                  (S
                                    (VP
                                      (MD would)
                                      (VP
                                        (VB pass)
                                        (PP
                                          (IN through)
                                          (NP
                                            (DT a)
                                            (JJ whole)
                                            (NN house)))
                                        (, ,)
                                        (S
                                          (VP
                                            (JJ visible)
                                            (NP
                                              (PDT all)
                                              (DT the)
                                              (NN way))
                                            (PP
                                              (IN up)
                                              (PP
                                                (IN through)
                                                (NP
                                                  (NP
                                                    (NN wire)
                                                    (NNS gratings))
                                                  (PP
                                                    (IN on)
                                                    (NP
                                                      (DT each)
                                                      (NN floor))))))))))))))))))))))))))
    (. .)))"
5,7,"He could remember the feel of his father's big hands , the thump of his father's heart sending out signals -- regular , like radar .",98,"(S1
  (S
    (NP (PRP He))
    (VP
      (MD could)
      (VP
        (VB remember)
        (NP
          (NP (DT the) (NN feel))
          (PP
            (IN of)
            (NP (PRP$ his) (CD father's) (JJ big) (NNS hands))))
        (, ,)
        (S
          (NP
            (NP (DT the) (NN thump))
            (PP (IN of) (NP (PRP$ his) (NN father's) (NN heart))))
          (VP
            (VBG sending)
            (PRT (RP out))
            (NP
              (NP (NNS signals))
              (: --)
              (NP (JJ regular) (, ,) (JJ like) (NN radar)))))))
    (. .)))"
6,7,"With few exceptions , Congress has not given federal courts exclusive authority to enforce rights arising under federal law .",96,"(S1
  (S
    (PP (IN With) (NP (JJ few) (NNS exceptions)))
    (, ,)
    (NP (NNP Congress))
    (VP
      (VBZ has)
      (RB not)
      (VP
        (VBN given)
        (NP (JJ federal) (NNS courts))
        (NP
          (NP (JJ exclusive) (NN authority))
          (SBAR
            (S
              (VP
                (TO to)
                (VP
                  (VB enforce)
                  (NP (NP (NNS rights)) (VP (VBG arising)))
                  (PP (IN under) (NP (JJ federal) (NN law))))))))))
    (. .)))"
7,7,These are then mixed by their sound engineers with the active co-operation of the musical staff and combined into the final two channels which are impressed on the record .,1,"(S1
  (S
    (NP (DT These))
    (VP
      (VBP are)
      (VP
        (VP
          (ADJP (RB then) (JJ mixed))
          (PP
            (IN by)
            (NP
              (NP (PRP$ their) (NN sound) (NNS engineers))
              (PP
                (IN with)
                (NP
                  (NP (DT the) (JJ active) (NN co-operation))
                  (PP (IN of) (NP (DT the) (JJ musical) (NN staff))))))))
        (CC and)
        (VP
          (VBN combined)
          (PP
            (IN into)
            (NP
              (NP (DT the) (JJ final) (CD two) (NNS channels))
              (SBAR
                (WHNP (WDT which))
                (S
                  (VP
                    (VBP are)
                    (ADJP
                      (JJ impressed)
                      (PP (IN on) (NP (DT the) (NN record))))))))))))
    (. .)))"
8,7,"Outside , Shayne hesitated when he saw that Rourke had parked his coupe directly in front of the bar headed south .",94,"(S1
  (S
    (ADVP (JJ Outside))
    (, ,)
    (NP (NNP Shayne))
    (VP
      (VBD hesitated)
      (SBAR
        (WHADVP (WRB when))
        (S
          (NP (PRP he))
          (VP
            (VBD saw)
            (SBAR
              (IN that)
              (S
                (NP (NNP Rourke))
                (VP
                  (VBD had)
                  (VP (VBN parked) (NP (PRP$ his) (NN coupe))))))
            (ADVP (RB directly))
            (PP
              (IN in)
              (NP
                (NP (NN front))
                (PP (IN of) (NP (DT the) (NN bar)))
                (VP (VBN headed) (ADVP (RB south)))))))))
    (. .)))"
9,7,It should attempt to communicate both an appreciation of professional standards and an understanding of the tremendous powers and potentialities of genuinely open and pluralistic societies .,65,"(S1
  (S
    (NP (PRP It))
    (VP
      (MD should)
      (VP
        (VB attempt)
        (S
          (VP
            (TO to)
            (VP
              (VB communicate)
              (NP
                (DT both)
                (NP
                  (NP (DT an) (NN appreciation))
                  (PP
                    (IN of)
                    (NP
                      (NP (JJ professional) (NNS standards))
                      (CC and)
                      (NP
                        (NP (DT an) (NN understanding))
                        (PP
                          (IN of)
                          (NP (DT the) (JJ tremendous) (NNS powers)))))))
                (CC and)
                (NP
                  (NP (NNS potentialities))
                  (PP
                    (IN of)
                    (NP
                      (ADJP
                        (ADJP (RB genuinely) (JJ open))
                        (CC and)
                        (ADJP (JJ pluralistic)))
                      (NNS societies))))))))))
    (. .)))"
10,7,"As an aid in the prevention of bacterial diarrhea ( scours ) , feed 50 grams per ton of complete feed .",24,"(S1
  (S
    (PP
      (IN As)
      (NP
        (NP (DT an) (NN aid))
        (PP
          (IN in)
          (NP
            (NP (DT the) (NN prevention))
            (PP
              (IN of)
              (NP
                (JJ bacterial)
                (NN diarrhea)
                (PRN (-LRB- -LRB-) (NNS scours) (-RRB- -RRB-))))))))
    (, ,)
    (VP
      (VB feed)
      (NP
        (NP (CD 50) (NNS grams))
        (PP (IN per) (NP (NN ton)))
        (PP (IN of) (NP (JJ complete) (NN feed)))))
    (. .)))"
11,7,"Ptolemy's problem is to forecast where , against the inverted bowl of night , some particular light will be found at future times .",80,"(S1
  (S
    (NP (NN Ptolemy's) (NN problem))
    (VP
      (VBZ is)
      (PP
        (TO to)
        (NP
          (NP (NN forecast))
          (SBAR
            (WHADVP (WRB where))
            (PRN
              (, ,)
              (PP
                (IN against)
                (NP
                  (NP (DT the) (VBN inverted) (NN bowl))
                  (PP (IN of) (NP (NN night)))))
              (, ,))
            (S
              (NP (DT some) (JJ particular) (NN light))
              (VP
                (MD will)
                (VP
                  (VB be)
                  (VP
                    (VBN found)
                    (PP (IN at) (NP (JJ future) (NNS times)))))))))))
    (. .)))"
12,7,Thompson himself said : `` I want to enjoy once more the pleasure of bare walls waiting for new pictures '' .,51,"(S1
  (S
    (NP (NP (NNP Thompson)) (NP (PRP himself)))
    (VP
      (VBD said)
      (: :)
      (`` ``)
      (S
        (NP (PRP I))
        (VP
          (VBP want)
          (S
            (VP
              (TO to)
              (VP
                (VB enjoy)
                (ADVP (RB once) (RBR more))
                (NP
                  (NP (DT the) (NN pleasure))
                  (PP
                    (IN of)
                    (NP
                      (NP (JJ bare) (NNS walls))
                      (VP
                        (VBG waiting)
                        (PP (IN for) (NP (JJ new) (NNS pictures))))))))))
          ('' ''))))
    (. .)))"
13,7,She might have been talking to some of her friends about her husband if they've been having any trouble '' .,44,"(S1
  (S
    (NP (PRP She))
    (VP
      (MD might)
      (VP
        (VB have)
        (VP
          (VBN been)
          (VP
            (VBG talking)
            (PP
              (TO to)
              (NP
                (NP (DT some))
                (PP (IN of) (NP (PRP$ her) (NNS friends)))))
            (PP (IN about) (NP (PRP$ her) (NN husband)))
            (SBAR
              (IN if)
              (S
                (VP
                  (VBP they've)
                  (VP
                    (VBN been)
                    (VP (VBG having) (NP (DT any) (NN trouble)))))))))))
    ('' '')
    (. .)))"
14,7,"For his workmanship we are , created in Christ Jesus .",37,"(S1
  (S
    (PP (IN For) (NP (PRP$ his) (JJ workmanship)))
    (NP (PRP we))
    (VP (VBP are))
    (, ,)
    (S (VP (VBN created) (PP (IN in) (NP (NNP Christ) (NNP Jesus)))))
    (. .)))"
15,7,"Speakers at a Tipoff Club dinner dealt lavish praise to a group of St. Louis University players who , in the words of Coach John Benington , `` had more confidence in themselves than I did '' .",61,"(S1
  (S
    (NP
      (NP (NNS Speakers))
      (PP (IN at) (NP (DT a) (NNP Tipoff) (NNP Club) (NN dinner))))
    (VP
      (VBD dealt)
      (NP (JJ lavish) (NN praise))
      (PP
        (TO to)
        (NP
          (NP
            (NP
              (NP (DT a) (NN group))
              (PP
                (IN of)
                (NP (NNP St.) (NNP Louis) (NNP University))))
            (NNS players))
          (SBAR
            (WHNP (WP who))
            (S
              (, ,)
              (PP
                (IN in)
                (NP
                  (NP (DT the) (NNS words))
                  (PP
                    (IN of)
                    (NP (NNP Coach) (NNP John) (NNP Benington)))))
              (, ,)
              (VP
                (`` ``)
                (VP
                  (VBD had)
                  (NP
                    (NP (JJR more) (NN confidence))
                    (PP (IN in) (NP (PRP themselves)))
                    (SBAR (IN than) (S (NP (PRP I)) (VP (VBD did))))))
                ('' '')))))))
    (. .)))"
16,7,How does Tri-State get its revenue from this plan ? ?,95,"(S1
  (SBARQ
    (WHADVP (WRB How))
    (SQ
      (VBZ does)
      (ADVP (JJ Tri-State))
      (VP
        (VBP get)
        (NP
          (NP (PRP$ its) (NN revenue))
          (PP (IN from) (NP (DT this) (NN plan)))))
      (. ?))
    (. ?)))"
17,7,You only have to think of franks and sausages to know what I mean .,5,"(S1
  (S
    (NP (PRP You))
    (VP
      (ADVP (RB only))
      (VBP have)
      (S
        (S
          (VP (TO to) (VP (VB think) (PP (IN of) (NP (NNS franks))))))
        (CC and)
        (S
          (NP (NNS sausages))
          (VP
            (TO to)
            (VP
              (VB know)
              (SBAR
                (WHNP (WP what))
                (S (NP (PRP I)) (VP (VBP mean)))))))))
    (. .)))"
18,7,"Evidence of this trend can best be seen in the recent activities of such leading companies in the field as Advance Neon Sign Co. , Los Angeles , Calif. .",62,"(S1
  (S
    (NP (NP (NN Evidence)) (PP (IN of) (NP (DT this) (NN trend))))
    (VP
      (MD can)
      (ADVP (RB best))
      (VP
        (VB be)
        (VP
          (VBN seen)
          (PP
            (IN in)
            (NP
              (NP (DT the) (JJ recent) (NNS activities))
              (PP
                (IN of)
                (NP
                  (NP (JJ such) (VBG leading) (NNS companies))
                  (PP (IN in) (NP (DT the) (NN field)))))))
          (PP (IN as) (NP (JJ Advance) (NN Neon) (NN Sign)))
          (NP
            (NP (NNP Co.))
            (, ,)
            (NP (NP (NNP Los) (NNP Angeles)) (, ,) (NP (NNP Calif.)))))))
    (. .)))"
19,7,"John found it difficult , but he held him in check .",79,"(S1
  (S
    (NP (NNP John))
    (VP
      (VBN found)
      (S
        (S (NP (PRP it)) (ADJP (JJ difficult)))
        (, ,)
        (CC but)
        (S (NP (PRP he)) (VP (VBD held) (NP (PRP him)))))
      (PP (IN in) (NP (NN check))))
    (. .)))"
0,8,Now Britain has decided to seek admission to the European Economic Community and it seems certain that she will be joined by some of her partners in the loose Free Trade Area of the `` Outer Seven '' .,64,"(S1
  (S
    (S
      (ADVP (RB Now))
      (NP (NNP Britain))
      (VP
        (VBZ has)
        (VP
          (VBN decided)
          (S
            (VP
              (TO to)
              (VP
                (VB seek)
                (NP
                  (NP (NN admission))
                  (PP
                    (TO to)
                    (NP
                      (DT the)
                      (NNP European)
                      (NNP Economic)
                      (NNP Community))))))))))
    (CC and)
    (S
      (NP (PRP it))
      (VP
        (VBZ seems)
        (ADJP
          (JJ certain)
          (SBAR
            (IN that)
            (S
              (NP (PRP she))
              (VP
                (MD will)
                (VP
                  (VB be)
                  (VP
                    (VBN joined)
                    (PP
                      (IN by)
                      (NP
                        (NP (DT some))
                        (PP (IN of) (NP (PRP$ her) (NNS partners)))))
                    (PP
                      (IN in)
                      (NP
                        (NP
                          (DT the)
                          (JJ loose)
                          (NNP Free)
                          (NNP Trade)
                          (NNP Area))
                        (PP
                          (IN of)
                          (NP
                            (DT the)
                            (NML
                              (`` ``)
                              (NML (JJ Outer) (CD Seven))
                              ('' ''))))))))))))))
    (. .)))"
1,8,"`` Yeah , I've heard more about SX-21 than space exploration lately .",55,"(S1
  (S
    (INTJ (`` ``) (UH Yeah))
    (, ,)
    (NP (NNP I've))
    (VP
      (VBD heard)
      (ADJP
        (ADVP (RBR more) (RB about))
        (JJ SX-21)
        (PP (IN than) (NP (NN space) (NN exploration))))
      (ADVP (RB lately)))
    (. .)))"
2,8,"The motivations for both sexes , to be sure , are different .",54,"(S1
  (S
    (NP
      (NP (DT The) (NNS motivations))
      (PP
        (IN for)
        (NP
          (NP (DT both) (NNS sexes))
          (, ,)
          (SBAR (S (VP (TO to) (VP (VB be) (ADJP (RB sure))))))
          (, ,))))
    (VP (VBP are) (ADJP (JJ different)))
    (. .)))"
3,8,"As an aid in the prevention of bacterial diarrhea ( scours ) , feed 50 grams per ton of complete feed .",24,"(S1
  (S
    (PP
      (IN As)
      (NP
        (NP (DT an) (NN aid))
        (PP
          (IN in)
          (NP
            (NP (DT the) (NN prevention))
            (PP
              (IN of)
              (NP
                (JJ bacterial)
                (NN diarrhea)
                (PRN (-LRB- -LRB-) (NNS scours) (-RRB- -RRB-))))))))
    (, ,)
    (VP
      (VB feed)
      (NP
        (NP (CD 50) (NNS grams))
        (PP (IN per) (NP (NN ton)))
        (PP (IN of) (NP (JJ complete) (NN feed)))))
    (. .)))"
4,8,"Ptolemy's problem is to forecast where , against the inverted bowl of night , some particular light will be found at future times .",80,"(S1
  (S
    (NP (NN Ptolemy's) (NN problem))
    (VP
      (VBZ is)
      (PP
        (TO to)
        (NP
          (NP (NN forecast))
          (SBAR
            (WHADVP (WRB where))
            (PRN
              (, ,)
              (PP
                (IN against)
                (NP
                  (NP (DT the) (VBN inverted) (NN bowl))
                  (PP (IN of) (NP (NN night)))))
              (, ,))
            (S
              (NP (DT some) (JJ particular) (NN light))
              (VP
                (MD will)
                (VP
                  (VB be)
                  (VP
                    (VBN found)
                    (PP (IN at) (NP (JJ future) (NNS times)))))))))))
    (. .)))"
5,8,She might have been talking to some of her friends about her husband if they've been having any trouble '' .,44,"(S1
  (S
    (NP (PRP She))
    (VP
      (MD might)
      (VP
        (VB have)
        (VP
          (VBN been)
          (VP
            (VBG talking)
            (PP
              (TO to)
              (NP
                (NP (DT some))
                (PP (IN of) (NP (PRP$ her) (NNS friends)))))
            (PP (IN about) (NP (PRP$ her) (NN husband)))
            (SBAR
              (IN if)
              (S
                (VP
                  (VBP they've)
                  (VP
                    (VBN been)
                    (VP (VBG having) (NP (DT any) (NN trouble)))))))))))
    ('' '')
    (. .)))"
6,8,and that action always caused her to lift her lip from the sting of the thing .,0,"(S1
  (FRAG
    (CC and)
    (SBAR
      (IN that)
      (S
        (NP (NN action))
        (ADVP (RB always))
        (VP
          (VBD caused)
          (NP (PRP her))
          (S
            (VP
              (TO to)
              (VP
                (VB lift)
                (NP (PRP$ her) (NN lip))
                (PP
                  (IN from)
                  (NP
                    (NP (DT the) (NN sting))
                    (PP (IN of) (NP (DT the) (NN thing)))))))))))
    (. .)))"
7,8,bright flowers from the trumpet vine that made `` gloves '' on the ends of ten waggling fingers .,8,"(S1
  (S
    (NP
      (NP (JJ bright) (NNS flowers))
      (PP (IN from) (NP (DT the) (NN trumpet) (NN vine))))
    (DT that)
    (VP
      (VBD made)
      (NP
        (`` ``)
        (NP (NNS gloves))
        ('' '')
        (PP
          (IN on)
          (NP
            (NP (DT the) (NNS ends))
            (PP (IN of) (NP (CD ten) (NN waggling) (NNS fingers)))))))
    (. .)))"
8,8,But he admired Housman's `` subtle intellectuality '' and delighted in the inversion by which Divine Love becomes the most `` fatal '' allurement in `` Love The Tempter '' .,88,"(S1
  (S
    (CC But)
    (NP (PRP he))
    (VP
      (VP
        (VBD admired)
        (S
          (NP (NNP Housman's))
          (NP (`` ``) (JJ subtle) (NN intellectuality) ('' ''))))
      (CC and)
      (VP
        (VBD delighted)
        (PP
          (IN in)
          (NP
            (NP (DT the) (NN inversion))
            (SBAR
              (WHPP (IN by) (WHNP (WDT which)))
              (S
                (NP (NNP Divine) (NNP Love))
                (VP
                  (VBZ becomes)
                  (NP
                    (DT the)
                    (JJS most)
                    (`` ``)
                    (JJ fatal)
                    ('' '')
                    (NN allurement)))))))
        (PP
          (IN in)
          (NP (`` ``) (NNP Love) (NNP The) (NNP Tempter) ('' '')))))
    (. .)))"
9,8,"Field Marshal Slim is striking in description , amusing in many anecdotes .",12,"(S1
  (S
    (NP (NP (NN Field)) (ADJP (NNP Marshal) (JJ Slim)))
    (VP
      (VBZ is)
      (VP
        (VBG striking)
        (PP (IN in) (NP (NN description)))
        (, ,)
        (ADJP
          (JJ amusing)
          (PP (IN in) (NP (JJ many) (NNS anecdotes))))))
    (. .)))"
10,8,"Prior to 1960 , in order to provide matching for the minimum ( base ) allotment , State funds had to equal 1954 State funds .",35,"(S1
  (S
    (ADVP (RB Prior) (PP (TO to) (NP (CD 1960))))
    (, ,)
    (SBAR
      (IN in)
      (NN order)
      (S
        (VP
          (TO to)
          (VP
            (VB provide)
            (PP
              (VBG matching)
              (PP
                (IN for)
                (NP
                  (DT the)
                  (JJ minimum)
                  (-LRB- -LRB-)
                  (NN base)
                  (-RRB- -RRB-)
                  (NN allotment))))))))
    (, ,)
    (NP (NNP State) (NNS funds))
    (VP
      (VBD had)
      (S
        (VP
          (TO to)
          (VP (VB equal) (NP (CD 1954) (NN State) (NNS funds))))))
    (. .)))"
11,8,"For his workmanship we are , created in Christ Jesus .",37,"(S1
  (S
    (PP (IN For) (NP (PRP$ his) (NN workmanship)))
    (NP (PRP we))
    (VP
      (VBP are)
      (, ,)
      (S
        (VP (VBN created) (PP (IN in) (NP (NNP Christ) (NNP Jesus))))))
    (. .)))"
12,8,"When he had given the call a few moments thought , he went into the kitchen to ask Mrs. Yamata to prepare tea and sushi for the visitors , using the formal English china and the silver tea service which had been donated to the mission , then he went outside to inspect the grounds .",78,"(S1
  (S
    (SBAR
      (WHADVP (WRB When))
      (S
        (NP (PRP he))
        (VP
          (VBD had)
          (VP
            (VBN given)
            (NP (DT the) (NN call))
            (NP
              (NP (DT a) (JJ few) (NNS moments))
              (VP (VBN thought)))))))
    (, ,)
    (S
      (NP (PRP he))
      (VP
        (VBD went)
        (PP
          (IN into)
          (NP
            (DT the)
            (NN kitchen)
            (S
              (VP
                (TO to)
                (VP
                  (VB ask)
                  (NP (NNP Mrs.) (NNP Yamata))
                  (S
                    (VP
                      (TO to)
                      (VP
                        (VB prepare)
                        (NP (NN tea) (CC and) (NN sushi))
                        (PP (IN for) (NP (DT the) (NNS visitors)))))))))))
        (, ,)
        (S
          (VP
            (VBG using)
            (NP
              (NP (DT the) (JJ formal) (JJ English) (NN china))
              (CC and)
              (NP
                (NP (DT the) (NN silver) (NN tea) (NN service))
                (SBAR
                  (WHNP (WDT which))
                  (S
                    (VP
                      (VBD had)
                      (VP
                        (VBN been)
                        (VP
                          (VBN donated)
                          (PP (TO to) (NP (DT the) (NN mission))))))))))))))
    (, ,)
    (RB then)
    (S
      (NP (PRP he))
      (VP
        (VBD went)
        (ADVP (RB outside))
        (S
          (VP (TO to) (VP (VB inspect) (NP (DT the) (NNS grounds)))))))
    (. .)))"
13,8,The two events are taking place at the same time .,43,"(S1
  (S
    (NP (DT The) (CD two) (NNS events))
    (VP
      (VBP are)
      (VP
        (VBG taking)
        (SBAR
          (S
            (VP
              (VBP place)
              (PP (IN at) (NP (DT the) (JJ same) (NN time))))))))
    (. .)))"
14,8,"These would be his hardest years , she knew , and he missed his father desperately .",11,"(S1
  (S
    (NP (DT These))
    (VP
      (MD would)
      (VP
        (VB be)
        (NP
          (NP (PRP$ his) (JJS hardest) (NNS years) (, ,))
          (SBAR
            (S
              (S (NP (PRP she)) (VP (VBD knew)))
              (, ,)
              (CC and)
              (S
                (NP (PRP he))
                (VP
                  (VBD missed)
                  (NP (PRP$ his) (NN father))
                  (ADVP (RB desperately)))))))))
    (. .)))"
15,8,"the important point , however , is that these magnificent achievements , unlike those of later decades , were only incidentally influenced by Oriental models .",77,"(S1
  (S
    (NP (DT the) (JJ important) (NN point))
    (, ,)
    (ADVP (RB however))
    (, ,)
    (VP
      (VBZ is)
      (SBAR
        (IN that)
        (S
          (NP
            (NP (DT these) (JJ magnificent) (NNS achievements))
            (, ,)
            (NP
              (NP (QP (IN unlike) (DT those)))
              (PP (IN of) (NP (JJ later) (NNS decades))))
            (, ,))
          (VP
            (VBD were)
            (VP
              (ADVP (RB only) (RB incidentally))
              (VBN influenced)
              (PP (IN by) (NP (JJ Oriental) (NNS models))))))))
    (. .)))"
16,8,How does Tri-State get its revenue from this plan ? ?,95,"(S1
  (X
    (SBARQ
      (WHADVP (WRB How))
      (SQ
        (VBZ does)
        (NP (NNP Tri-State))
        (VP
          (VB get)
          (NP (PRP$ its) (NN revenue))
          (PP (IN from) (NP (DT this) (NN plan)))))
      (. ?))
    (. ?)))"
17,8,He also asked Congress to approve establishment of a national child health institute .,71,"(S1
  (S
    (NP (PRP He))
    (ADVP (RB also))
    (VP
      (VBD asked)
      (NP (NNP Congress))
      (S
        (VP
          (TO to)
          (VP
            (VB approve)
            (S
              (NP
                (NP (NN establishment))
                (PP
                  (IN of)
                  (NP (DT a) (JJ national) (NN child) (NN health))))
              (VP (VB institute)))))))
    (. .)))"
18,8,"Outside , Shayne hesitated when he saw that Rourke had parked his coupe directly in front of the bar headed south .",94,"(S1
  (S
    (ADVP (JJ Outside))
    (, ,)
    (NP (NNP Shayne))
    (VP
      (VBD hesitated)
      (SBAR
        (WHADVP (WRB when))
        (S
          (NP (PRP he))
          (VP
            (VBD saw)
            (SBAR
              (IN that)
              (S
                (NP (NNP Rourke))
                (VP
                  (VBD had)
                  (VP (VBN parked) (NP (PRP$ his) (NN coupe))))))
            (ADVP (RB directly))
            (PP
              (IN in)
              (NP
                (NP (NN front))
                (PP (IN of) (NP (DT the) (NN bar)))
                (VP (VBN headed) (ADVP (RB south)))))))))
    (. .)))"
19,8,"Against such a termination of human life on earth by human action , he then proposes as an alternative that we `` negotiate at once with the Russians and get the best terms which are available '' , that we deliberately `` negotiate from comparative weakness '' .",13,"(S1
  (S
    (PP
      (IN Against)
      (NP
        (NP (PDT such) (DT a) (NN termination))
        (PP (IN of) (NP (JJ human) (NN life)))
        (PP (IN on) (NP (NN earth)))
        (PP (IN by) (NP (JJ human) (NN action)))))
    (, ,)
    (NP (PRP he))
    (ADVP (RB then))
    (VP
      (VBZ proposes)
      (PP
        (IN as)
        (NP
          (NP (DT an) (NN alternative))
          (SBAR
            (WHNP (WDT that))
            (S
              (NP (PRP we))
              (`` ``)
              (VP
                (VP
                  (VB negotiate)
                  (ADVP (IN at) (RB once))
                  (PP (IN with) (NP (DT the) (NNPS Russians))))
                (CC and)
                (VP
                  (VB get)
                  (NP
                    (NP (DT the) (JJS best) (NNS terms))
                    (SBAR
                      (WHNP (WDT which))
                      (S
                        (VP
                          (VBP are)
                          (ADJP (JJ available) ('' ''))
                          (, ,)
                          (SBAR
                            (IN that)
                            (S
                              (NP (PRP we))
                              (ADVP (RB deliberately))
                              (`` ``)
                              (VP
                                (VBP negotiate)
                                (PP
                                  (IN from)
                                  (NP (JJ comparative) (NN weakness))))
                              ('' ''))))))))))))))
    (. .)))"
0,9,"The liberal pressure bloc ( which coyly masquerades under the name Democratic Study Group ) had fought the committee before , and had always lost .",46,"(S1
  (S
    (S
      (NP
        (NP (DT The) (JJ liberal) (NN pressure) (NN bloc))
        (PRN
          (-LRB- -LRB-)
          (SBAR
            (WHNP (WDT which))
            (S
              (VP
                (ADVP (RB coyly))
                (VBZ masquerades)
                (PP
                  (IN under)
                  (NP
                    (NP (DT the) (NN name))
                    (NP (NNP Democratic) (NNP Study) (NNP Group)))))))
          (-RRB- -RRB-)))
      (VP
        (VBD had)
        (VP
          (VBN fought)
          (ADVP (NP (DT the) (NN committee)) (RB before)))))
    (, ,)
    (CC and)
    (S (VP (VBD had) (ADVP (RB always)) (VP (VBN lost))))
    (. .)))"
1,9,2 ) The concept that an `` American national folklore '' exists is itself probably another propagandistic legend .,52,"(S1
  (S
    (LST (LS 2))
    (-RRB- -RRB-)
    (S
      (NP
        (DT The)
        (NN concept)
        (SBAR
          (IN that)
          (S
            (NP
              (DT an)
              (`` ``)
              (JJ American)
              (JJ national)
              (NN folklore)
              ('' ''))
            (VP (VBZ exists)))))
      (VP
        (VBZ is)
        (S
          (NP (PRP itself))
          (NP
            (RB probably)
            (DT another)
            (JJ propagandistic)
            (NN legend)))))
    (. .)))"
2,9,"Tom Brannon had caught up with the outfit shortly after the Maguires joined it , which had been at midday .",60,"(S1
  (S
    (NP (NNP Tom) (NNP Brannon))
    (VP
      (VBD had)
      (VP
        (VBN caught)
        (PRT (RP up))
        (PP
          (IN with)
          (NP
            (DT the)
            (NN outfit)
            (SBAR
              (ADVP (RB shortly))
              (IN after)
              (S
                (NP (DT the) (NNP Maguires))
                (VP (VBD joined) (NP (PRP it)))))))
        (, ,)
        (SBAR
          (WHNP (WDT which))
          (S
            (VP
              (VBD had)
              (VP (VBN been) (PP (IN at) (NP (NN midday)))))))))
    (. .)))"
3,9,I wasn't far behind him when he entered the parking lot and hurried over to his car .,23,"(S1
  (S
    (NP (PRP I))
    (VP
      (VP
        (VB wasn't)
        (PP (RB far) (IN behind) (NP (PRP him)))
        (SBAR
          (WHADVP (WRB when))
          (S
            (NP (PRP he))
            (VP (VBD entered) (NP (DT the) (NN parking) (NN lot))))))
      (CC and)
      (VP
        (VBN hurried)
        (PRT (RP over))
        (PP (TO to) (NP (PRP$ his) (NN car)))))
    (. .)))"
